                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 0.6297,                 0.3808,                0.85778,                0.88378,                0.89608,                0.93028,                0.80138,                0.60614,                0.38842,                0.85376,              0.0078963,              0.0078963,              0.0078963
                     88,                0.62646,                0.38049,                0.85552,                0.88405,                0.89615,                0.93018,                0.80116,                0.60603,                0.38868,                0.85373,              0.0078715,              0.0078715,              0.0078715
                     89,                0.62568,                0.38213,                0.85563,                0.88372,                0.89635,                0.93008,                0.80094,                0.60597,                0.38882,                0.85373,              0.0078467,              0.0078467,              0.0078467
                     90,                0.62906,                0.37852,                0.85843,                0.88384,                 0.8969,                0.92996,                0.80107,                0.60608,                0.38892,                0.85377,               0.007822,               0.007822,               0.007822
                     91,                0.62607,                0.38188,                 0.8567,                  0.884,                0.89674,                 0.9301,                0.80083,                0.60606,                0.38892,                0.85375,              0.0077973,              0.0077973,              0.0077973
                     92,                0.62031,                 0.3739,                  0.855,                0.88389,                0.89691,                 0.9298,                0.80087,                0.60611,                0.38919,                0.85378,              0.0077725,              0.0077725,              0.0077725
                     93,                0.63353,                0.38519,                0.85722,                0.88462,                0.89671,                0.92976,                 0.8007,                 0.6061,                0.38912,                0.85377,              0.0077478,              0.0077478,              0.0077478
                     94,                 0.6249,                0.37501,                  0.856,                0.88405,                 0.8969,                0.92966,                0.80092,                0.60613,                 0.3892,                0.85379,               0.007723,               0.007723,               0.007723
                     95,                0.62633,                0.37975,                  0.856,                0.88444,                0.89654,                0.92961,                0.80074,                0.60608,                0.38928,                0.85379,              0.0076983,              0.0076983,              0.0076983
                     96,                0.62819,                0.38119,                0.85861,                0.88417,                0.89682,                0.92954,                0.80056,                0.60609,                0.38931,                 0.8538,              0.0076735,              0.0076735,              0.0076735
                     97,                0.62355,                0.38064,                0.85612,                0.88322,                0.89783,                0.92953,                0.80066,                 0.6061,                0.38924,                0.85381,              0.0076488,              0.0076488,              0.0076488
                     98,                0.62719,                0.37923,                0.85631,                0.88372,                0.89719,                0.92958,                0.80088,                0.60625,                0.38935,                0.85389,               0.007624,               0.007624,               0.007624
                     99,                0.62155,                0.37283,                 0.8552,                0.88421,                 0.8965,                0.92949,                0.80073,                0.60627,                0.38925,                0.85392,              0.0075993,              0.0075993,              0.0075993
                    100,                0.61898,                0.37185,                0.85419,                0.88524,                0.89553,                0.92954,                0.80104,                0.60621,                0.38937,                0.85389,              0.0075745,              0.0075745,              0.0075745
                    101,                 0.6197,                0.37423,                0.85325,                0.88614,                 0.8948,                0.92945,                0.80097,                0.60625,                 0.3893,                0.85388,              0.0075498,              0.0075498,              0.0075498
                    102,                0.61848,                0.37344,                0.85389,                0.88372,                0.89737,                 0.9295,                0.80075,                0.60633,                0.38932,                0.85393,               0.007525,               0.007525,               0.007525
                    103,                0.61793,                0.37275,                  0.856,                0.88667,                0.89496,                0.92943,                0.80079,                0.60642,                0.38935,                0.85396,              0.0075003,              0.0075003,              0.0075003
                    104,                0.62898,                0.38467,                0.85998,                0.88573,                0.89573,                0.92957,                  0.801,                0.60644,                0.38941,                0.85397,              0.0074755,              0.0074755,              0.0074755
                    105,                0.61941,                 0.3741,                0.85478,                0.88633,                0.89455,                0.92968,                0.80096,                0.60646,                0.38949,                0.85399,              0.0074507,              0.0074507,              0.0074507
                    106,                0.62217,                0.37384,                0.85622,                0.88654,                0.89429,                0.92951,                0.80083,                0.60647,                0.38968,                0.85401,               0.007426,               0.007426,               0.007426
                    107,                0.62264,                0.37677,                0.85619,                 0.8868,                0.89387,                0.92942,                0.80065,                0.60649,                0.38972,                  0.854,              0.0074013,              0.0074013,              0.0074013
                    108,                0.61928,                0.37464,                0.85482,                0.88723,                0.89407,                0.92945,                0.80072,                0.60639,                0.38979,                0.85399,              0.0073765,              0.0073765,              0.0073765
