                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 0.6015,                0.35746,                0.84868,                0.89318,                0.88148,                0.92729,                 0.7981,                0.60741,                0.39128,                0.85175,               0.003664,               0.003664,               0.003664
                     67,                 0.6015,                0.35623,                  0.847,                0.89375,                0.88095,                0.92721,                0.79806,                0.60747,                0.39137,                0.85169,               0.003565,               0.003565,               0.003565
                     68,                0.60552,                0.36118,                0.84943,                0.89256,                0.88256,                0.92732,                0.79814,                0.60746,                0.39156,                0.85171,               0.003466,               0.003466,               0.003466
                     69,                 0.6039,                0.36005,                0.84967,                0.89222,                0.88269,                0.92722,                0.79808,                0.60739,                0.39146,                0.85168,               0.003367,               0.003367,               0.003367
                     70,                0.60016,                0.35294,                0.84777,                0.89151,                0.88423,                0.92732,                0.79824,                 0.6074,                0.39168,                0.85171,               0.003268,               0.003268,               0.003268
                     71,                0.60044,                0.35142,                 0.8483,                  0.892,                0.88397,                0.92734,                 0.7982,                0.60745,                0.39214,                0.85179,               0.003169,               0.003169,               0.003169
                     72,                0.59363,                0.35009,                0.84686,                0.89263,                0.88356,                0.92728,                 0.7983,                 0.6074,                0.39237,                0.85193,                0.00307,                0.00307,                0.00307
                     73,                0.59343,                 0.3492,                0.84794,                0.89272,                0.88322,                0.92719,                0.79853,                0.60742,                0.39274,                0.85206,               0.002971,               0.002971,               0.002971
                     74,                0.59602,                0.35123,                0.84666,                0.89266,                 0.8822,                  0.927,                0.79822,                0.60748,                0.39309,                0.85209,               0.002872,               0.002872,               0.002872
                     75,                 0.5911,                 0.3455,                0.84467,                0.89231,                0.88355,                0.92683,                0.79831,                0.60745,                0.39337,                0.85209,               0.002773,               0.002773,               0.002773
